player_id;year;market_value
133731;2025.0;2956676.14
133731;2024.57;2956676.14
133731;2023.94;2913352.27
133731;2023.45;2913352.27
133731;2023.3;2913352.27
133731;2022.77;2891690.34
133731;2022.34;2870028.41
133731;2021.73;2870028.41
133731;2021.18;2870028.41
133731;2020.79;2848366.48
133731;2020.11;2826704.55
133731;2019.45;2826704.55
133731;2018.84;2740056.82
133731;2018.67;2480113.64
133731;2018.42;2263494.32
133731;2017.94;1916903.41
133731;2017.38;1916903.41
133731;2017.05;1700284.09
133731;2017.03;1960227.27
133731;2016.73;1700284.09
133731;2016.1;1526988.64
133731;2015.95;1267045.45
133731;2015.71;1267045.45
133731;2015.15;1440340.91
133731;2014.6;1440340.91
133731;2014.09;1440340.91
133731;2013.45;1267045.45
133731;2012.93;833806.82
133731;2012.42;833806.82
133731;2012.02;400568.18
133731;2011.8;400568.18
337092;2025.0;2391690.34
337092;2024.37;2370028.41
337092;2023.73;2326704.55
337092;2023.29;2326704.55
337092;2022.92;2283380.68
337092;2022.35;2283380.68
337092;2021.79;2153409.09
337092;2021.28;1936789.77
337092;2020.92;1633522.73
337092;2020.65;1200284.09
337092;2020.31;333806.82
337092;2020.13;333806.82
337092;2019.82;767045.45
337092;2019.62;1200284.09
337092;2019.0;1200284.09
192169;2025.0;1978338.07
192169;2024.39;1935014.2
192169;2024.05;1870028.41
192169;2023.73;1740056.82
192169;2023.41;1566761.36
192169;2022.95;1566761.36
192169;2022.38;1566761.36
192169;2022.0;1740056.82
192169;2021.4;1718394.89
192169;2021.0;1696732.95
192169;2020.63;1480113.64
192169;2020.39;1436789.77
192169;2019.95;1350142.05
192169;2019.42;1436789.77
192169;2019.09;1545099.43
192169;2018.22;1523437.5
192169;2017.85;1523437.5
192169;2017.33;1523437.5
192169;2017.06;1480113.64
192169;2016.81;1480113.64
192169;2016.34;1306818.18
192169;2015.99;1133522.73
192169;2015.74;1133522.73
192169;2015.26;700284.09
192169;2014.96;267045.45
192169;2014.78;267045.45
192169;2014.2;267045.45
388294;2025.0;3978338.07
388294;2024.54;3956676.14
388294;2023.95;3956676.14
388294;2023.49;3956676.14
388294;2023.27;3913352.27
388294;2022.94;3891690.34
388294;2022.51;3848366.48
388294;2021.9;3848366.48
388294;2021.48;3848366.48
388294;2020.91;3805042.61
388294;2020.47;3783380.68
388294;2019.93;3761718.75
388294;2019.61;3718394.89
388294;2019.39;3653409.09
388294;2019.03;3133522.73
388294;2018.87;2700284.09
388294;2018.57;2267045.45
388294;2018.39;1833806.82
388294;2018.01;967329.55
388294;2017.8;534090.91
117478;2025.0;1553787.88
117478;2024.92;1553787.88
117478;2024.7;1530681.82
117478;2024.41;1507575.76
117478;2023.27;1530681.82
117478;2022.76;1507575.76
117478;2022.53;1137878.79
117478;2022.26;1137878.79
117478;2021.84;1137878.79
117478;2021.49;1276515.15
117478;2021.19;1276515.15
117478;2020.71;1299621.21
117478;2020.18;1368939.39
117478;2019.73;1322727.27
117478;2019.4;1230303.03
117478;2019.12;1230303.03
117478;2018.69;1322727.27
117478;2018.35;1137878.79
117478;2018.1;906818.18
117478;2017.65;444696.97
117478;2017.12;444696.97
117478;2016.78;675757.58
117478;2015.89;675757.58
117478;2015.52;490909.09
117478;2014.99;490909.09
117478;2014.46;490909.09
117478;2013.98;490909.09
117478;2013.37;213636.36
117478;2012.88;213636.36
117478;2012.39;490909.09
117478;2011.8;490909.09
392710;2025.0;4913352.27
392710;2024.52;4913352.27
392710;2024.05;4870028.41
392710;2023.42;4870028.41
392710;2022.93;4870028.41
392710;2022.34;4870028.41
392710;2021.71;4870028.41
392710;2021.13;4870028.41
392710;2020.85;4826704.55
392710;2020.59;4826704.55
392710;2020.01;4783380.68
392710;2019.53;4696732.95
392710;2019.15;4566761.36
392710;2018.96;4393465.91
392710;2018.58;3960227.27
392710;2018.3;3267045.45
392710;2017.95;1967329.55
392710;2017.77;1967329.55
392710;2017.44;667613.64
392710;2017.24;667613.64
392710;2016.6;667613.64
530173;2025.0;1576893.94
530173;2024.61;1507575.76
530173;2024.09;1461363.64
530173;2023.52;1461363.64
530173;2023.05;1438257.58
530173;2022.69;1184090.91
530173;2022.49;768181.82
530173;2022.12;490909.09
530173;2021.85;213636.36
530173;2021.33;213636.36
530173;2020.8;213636.36
530173;2020.2;213636.36
31599;2025.0;1553787.88
31599;2024.44;1507575.76
31599;2024.06;1461363.64
31599;2022.86;1600000.0
31599;2022.74;1507575.76
31599;2022.2;1461363.64
31599;2022.15;1507575.76
31599;2022.05;1415151.52
31599;2021.14;1368939.39
31599;2020.69;1461363.64
31599;2020.08;1368939.39
31599;2019.74;1230303.03
31599;2019.38;1137878.79
31599;2019.15;1045454.55
31599;2018.74;860606.06
31599;2018.24;675757.58
31599;2017.78;213636.36
31599;2016.82;398484.85
31599;2016.34;675757.58
31599;2015.9;953030.3
31599;2015.32;953030.3
31599;2014.91;953030.3
31599;2014.43;1091666.67
31599;2014.03;1045454.55
31599;2013.49;1091666.67
31599;2013.11;1091666.67
31599;2012.59;1137878.79
31599;2012.19;1137878.79
31599;2011.72;1230303.03
31599;2011.42;1299621.21
31599;2010.63;1299621.21
31599;2010.3;1322727.27
31599;2009.83;1322727.27
31599;2009.36;1322727.27
31599;2008.93;1322727.27
31599;2008.39;1322727.27
31599;2007.96;1322727.27
31599;2007.53;1322727.27
31599;2007.0;1438257.58
581357;2025.0;3980744.95
581357;2024.37;3980744.95
581357;2023.88;3961489.9
581357;2023.64;3922979.8
581357;2023.3;3903724.75
581357;2022.83;3865214.65
581357;2022.59;3807449.49
581357;2022.12;3807449.49
581357;2021.97;3614898.99
581357;2021.73;3383838.38
581357;2021.37;3306818.18
581357;2021.17;3075757.58
581357;2020.61;3075757.58
581357;2020.1;3075757.58
581357;2019.46;2844696.97
581357;2018.94;2844696.97
581357;2018.62;2074494.95
581357;2018.43;1689393.94
581357;2018.02;1304292.93
581357;2017.8;534090.91
273669;2025.0;1978338.07
273669;2024.43;1978338.07
273669;2023.98;2000000.0
273669;2022.72;1956676.14
273669;2022.2;1913352.27
273669;2021.75;1913352.27
273669;2021.01;1913352.27
273669;2020.29;1913352.27
273669;2019.81;1913352.27
273669;2019.39;1891690.34
273669;2018.81;1891690.34
273669;2018.25;1826704.55
273669;2017.96;1610085.23
273669;2017.76;1436789.77
273669;2017.1;1436789.77
273669;2016.57;1220170.45
273669;2016.24;700284.09
273669;2016.04;700284.09
273669;2015.4;267045.45
804219;2025.0;2935014.2
804219;2024.82;2913352.27
804219;2024.27;2913352.27
804219;2023.7;2913352.27
804219;2023.15;2826704.55
804219;2022.6;2783380.68
804219;2021.93;2826704.55
804219;2021.34;2740056.82
804219;2021.08;2610085.23
804219;2020.81;2133522.73
804219;2020.43;833806.82
804219;2020.2;400568.18
283497;2025.0;1553787.88
283497;2024.62;1530681.82
283497;2024.02;1484469.7
283497;2023.56;1438257.58
283497;2023.04;1322727.27
283497;2022.68;1276515.15
283497;2022.46;1230303.03
283497;2022.0;1230303.03
283497;2021.63;1137878.79
283497;2021.4;1045454.55
283497;2020.94;1045454.55
283497;2020.35;1045454.55
283497;2019.91;906818.18
283497;2019.39;906818.18
283497;2019.06;1045454.55
283497;2018.19;1137878.79
283497;2017.83;999242.42
283497;2017.32;860606.06
283497;2016.8;860606.06
283497;2016.32;953030.3
283497;2015.98;213636.36
283497;2015.73;213636.36
283497;2015.25;213636.36
283497;2014.96;490909.09
283497;2014.78;490909.09
283497;2014.2;213636.36
307183;2025.0;1576893.94
307183;2024.65;1553787.88
307183;2024.29;1553787.88
307183;2023.81;1553787.88
307183;2023.21;1553787.88
307183;2022.65;1553787.88
307183;2022.47;1530681.82
307183;2022.05;1530681.82
307183;2021.49;1484469.7
307183;2020.86;1484469.7
307183;2020.43;1438257.58
307183;2019.95;1438257.58
307183;2019.27;1438257.58
307183;2018.68;1438257.58
307183;2018.48;1461363.64
307183;2018.23;1461363.64
307183;2017.85;1415151.52
307183;2017.6;1415151.52
307183;2017.36;1276515.15
307183;2017.12;1230303.03
307183;2016.75;953030.3
307183;2016.55;953030.3
307183;2015.9;675757.58
307183;2015.36;768181.82
307183;2015.06;953030.3
307183;2014.82;675757.58
307183;2014.43;213636.36
307183;2014.2;213636.36
471055;2025.0;5952737.6
471055;2024.42;5905475.21
471055;2023.85;5905475.21
471055;2023.3;5905475.21
471055;2022.62;5905475.21
471055;2022.16;5621900.83
471055;2021.77;5527376.03
471055;2021.21;5527376.03
471055;2020.64;5527376.03
471055;2020.32;5054752.07
471055;2020.12;4298553.72
471055;2019.47;4109504.13
471055;2019.13;3636880.17
471055;2018.95;3636880.17
471055;2018.43;3164256.2
471055;2018.02;1746384.3
471055;2017.8;801136.36
584254;2025.0;1935014.2
584254;2024.51;1935014.2
584254;2024.17;1891690.34
584254;2023.85;1826704.55
584254;2023.59;1653409.09
584254;2023.38;1696732.95
584254;2022.89;1696732.95
584254;2022.26;1740056.82
584254;2022.03;1783380.68
584254;2021.8;1783380.68
584254;2021.23;1805042.61
584254;2020.67;1805042.61
584254;2020.28;1740056.82
584254;2020.12;1740056.82
584254;2020.07;1740056.82
584254;2019.83;1610085.23
584254;2019.58;1306818.18
584254;2019.22;267045.45
584254;2019.0;267045.45
187097;2025.0;1481948.39
187097;2024.6;1481948.39
187097;2023.84;1265329.07
187097;2023.5;1247277.46
187097;2023.08;1102864.58
187097;2022.75;1175071.02
187097;2022.49;1319483.9
187097;2021.94;1427793.56
187097;2021.61;1319483.9
187097;2021.18;1283380.68
187097;2020.79;1211174.24
187097;2020.42;1247277.46
187097;2020.14;1247277.46
187097;2019.88;1138967.8
187097;2019.4;1211174.24
187097;2019.06;1138967.8
187097;2018.8;1066761.36
187097;2018.51;958451.7
187097;2018.13;922348.48
187097;2017.46;1066761.36
187097;2017.0;922348.48
187097;2016.1;994554.92
187097;2015.84;1066761.36
187097;2015.32;994554.92
187097;2014.79;850142.05
187097;2014.46;200284.09
187097;2014.2;200284.09
107775;2025.0;5952737.6
107775;2024.04;5952737.6
107775;2022.89;5716425.62
107775;2022.36;5385588.84
107775;2021.9;5291064.05
107775;2020.27;5527376.03
107775;2019.51;5432851.24
107775;2019.09;5054752.07
107775;2018.48;4582128.1
107775;2018.12;4582128.1
107775;2017.55;4109504.13
107775;2017.01;4109504.13
107775;2016.52;3164256.2
107775;2015.93;3636880.17
107775;2015.42;4582128.1
107775;2014.84;3164256.2
107775;2014.51;3731404.96
107775;2013.82;2691632.23
107775;2013.59;3164256.2
107775;2013.28;3636880.17
107775;2012.88;4109504.13
107775;2012.65;4109504.13
107775;2012.15;4109504.13
107775;2011.84;3353305.79
107775;2011.7;2691632.23
107775;2011.03;801136.36
107775;2010.51;801136.36
107775;2010.01;1746384.3
107775;2009.4;2219008.26
93763;2025.0;7961489.9
93763;2024.82;7980744.95
93763;2024.52;7980744.95
93763;2024.23;7922979.8
93763;2024.12;7884469.7
93763;2023.47;7865214.65
93763;2023.4;7845959.6
93763;2022.93;7845959.6
93763;2022.34;7807449.49
93763;2021.84;7807449.49
93763;2020.38;7807449.49
93763;2020.02;7691919.19
93763;2019.67;7537878.79
93763;2019.34;7306818.18
93763;2019.01;7229797.98
93763;2018.52;6844696.97
93763;2017.93;6459595.96
93763;2017.54;4919191.92
93763;2016.97;4919191.92
93763;2016.68;3378787.88
93763;2016.5;3378787.88
93763;2015.91;2608585.86
93763;2015.41;1068181.82
93763;2014.83;1068181.82
93763;2014.5;2608585.86
93763;2014.02;1838383.84
93763;2013.58;3378787.88
93763;2013.23;4148989.9
93763;2012.65;4148989.9
93763;2012.38;5304292.93
93763;2012.15;5689393.94
93763;2011.69;6844696.97
93763;2011.28;7306818.18
93763;2011.02;7306818.18
93763;2010.5;7306818.18
93763;2010.01;7460858.59
93763;2009.4;7460858.59
357156;2025.0;17885319.18
357156;2024.47;17770638.37
357156;2024.07;17220170.45
357156;2023.68;12495320.86
357156;2023.45;13412767.38
357156;2022.99;13412767.38
357156;2022.34;12495320.86
357156;2022.02;13045788.77
357156;2021.61;10660427.81
357156;2021.09;8825534.76
357156;2020.73;8825534.76
357156;2020.04;10660427.81
357156;2019.55;11577874.33
357156;2019.04;9742981.28
357156;2018.6;6990641.71
357156;2018.33;4238302.14
357156;2017.77;4238302.14
357156;2017.25;4238302.14
357156;2016.6;2403409.09
387047;2025.0;17954127.67
387047;2024.62;17862383.02
387047;2024.06;17862383.02
387047;2023.7;17862383.02
387047;2023.04;17770638.37
387047;2022.73;17770638.37
387047;2022.26;17541276.74
387047;2021.83;17311915.11
387047;2021.57;17174298.13
387047;2021.34;17174298.13
387047;2021.05;17266042.78
387047;2020.56;17266042.78
387047;2020.34;17082553.48
387047;2020.18;16165106.95
387047;2020.0;15247660.43
387047;2019.4;15247660.43
387047;2019.0;14330213.9
387047;2018.6;14330213.9
387047;2018.24;6990641.71
387047;2018.02;2403409.09
387047;2017.56;2403409.09
387047;2017.13;2403409.09
387047;2016.6;4238302.14
84435;2025.0;17908255.35
84435;2022.91;17770638.37
84435;2022.84;17541276.74
84435;2022.47;17082553.48
84435;2021.76;17082553.48
84435;2021.26;17082553.48
84435;2020.62;17082553.48
84435;2020.1;16853191.84
84435;2019.39;16394468.58
84435;2018.27;14788937.17
84435;2017.81;14330213.9
84435;2017.1;14330213.9
84435;2016.6;15247660.43
84435;2015.98;13871490.64
84435;2015.57;12495320.86
84435;2014.97;10660427.81
84435;2014.47;6990641.71
84435;2014.04;2403409.09
84435;2013.86;2403409.09
84435;2013.61;6990641.71
84435;2013.33;6990641.71
84435;2012.72;8825534.76
84435;2012.37;10660427.81
84435;2012.08;11577874.33
84435;2011.86;12495320.86
84435;2011.4;12495320.86
84435;2011.03;14330213.9
84435;2010.42;14330213.9
84435;2009.89;14788937.17
84435;2009.41;14788937.17
84435;2008.71;15706383.69
84435;2008.16;15706383.69
84435;2007.64;16165106.95
84435;2007.0;16165106.95
127076;2025.0;19566761.36
127076;2024.71;18700284.09
127076;2024.28;18267045.45
127076;2023.61;18700284.09
127076;2022.69;18700284.09
127076;2022.11;18267045.45
127076;2021.39;18267045.45
127076;2020.91;17833806.82
127076;2020.36;17400568.18
127076;2019.96;16967329.55
127076;2019.26;15667613.64
127076;2019.09;13934659.09
127076;2018.87;13068181.82
127076;2018.29;11335227.27
127076;2018.06;7002840.91
127076;2017.79;2670454.55
127076;2017.21;2670454.55
127076;2016.88;6136363.64
127076;2016.4;11335227.27
127076;2015.97;12201704.55
127076;2015.61;13934659.09
127076;2015.03;13934659.09
127076;2014.54;16100852.27
127076;2014.08;17400568.18
127076;2013.42;17400568.18
127076;2012.9;17833806.82
127076;2012.41;17833806.82
127076;2011.8;18960227.27
362977;2025.0;11956676.14
362977;2024.45;11740056.82
362977;2023.9;11350142.05
362977;2023.34;11350142.05
362977;2022.8;11133522.73
362977;2022.12;10830255.68
362977;2021.68;10960227.27
362977;2021.1;10960227.27
362977;2020.59;10830255.68
362977;2020.02;10700284.09
362977;2019.71;9833806.82
362977;2019.4;10267045.45
362977;2019.07;10526988.64
362977;2018.53;10267045.45
362977;2018.14;9833806.82
362977;2017.49;8534090.91
362977;2016.95;5934659.09
362977;2016.52;6367897.73
362977;2016.4;4201704.55
362977;2015.86;1602272.73
362977;2015.33;3335227.27
362977;2014.82;5501420.45
362977;2014.2;6801136.36
75921;2025.0;1135014.2
75921;2024.75;1026704.55
75921;2024.56;723437.5
75921;2023.42;766761.36
75921;2022.32;723437.5
75921;2021.98;550142.05
75921;2021.5;550142.05
75921;2021.13;506818.18
75921;2020.86;506818.18
75921;2020.33;506818.18
75921;2020.0;420170.45
75921;2019.68;420170.45
75921;2019.13;420170.45
75921;2018.47;420170.45
75921;2017.94;550142.05
75921;2017.23;550142.05
75921;2016.71;636789.77
75921;2016.13;550142.05
75921;2015.64;506818.18
75921;2014.98;506818.18
75921;2014.51;550142.05
75921;2013.87;680113.64
75921;2013.38;680113.64
75921;2012.78;593465.91
75921;2012.43;723437.5
75921;2012.14;333522.73
75921;2011.69;160227.27
75921;2011.45;160227.27
75921;2011.12;160227.27
